Sr No	Date 	Startup Name	Industry Vertical	SubVertical	City Location	Investors Name	InvestmentnType	Amount Clean	Is _disclosed
1412	30-09-16	Kalaage	Consumer Internet	Social Networking Platform for Writers	Jaipur	Rajasthan Angel Innovators Network	Seed Funding		No
1413	01-08-16	HealthKart	eCommerce	Online Pharmacy & Health Marketplace	Gurgaon	"Sequoia Capital India, Omidyar Network, Kae Capital"	Private Equity	"1,20,00,000"	Yes
1414	01-08-16	Medinfi	Consumer Internet	Doctor & Clinic Discovery Platform	Bengaluru	"Mudit Saxena, Evan Lim"	Seed Funding	"2,00,000"	Yes
1415	01-08-16	RepairEasy	Consumer Internet	Gadget Repair Services Platform	Pune	Undisclosed HNIs	Seed Funding	"2,75,000"	Yes
1416	01-08-16	Voonik	eCommerce	Online Women Fashion Marketplace	Bengaluru	InnoVen Capital	Private Equity	"30,00,000"	Yes
1417	01-08-16	Tokri	Consumer Internet	Hyperlocal Grocery Delivery platform	Pune	Syska LED group	Private Equity	"25,00,000"	Yes
1418	02-08-16	Sheroes	Consumer Internet	Online Job and Career Platform for Women	Noida	"Lumis Partners, The HR Fund, Rajul Garg, Quintillion Media"	Private Equity	"18,00,000"	Yes
1419	02-08-16	Daily Ninja	Consumer Internet	Hyperlocal daily needs Products delivery platform	Bengaluru	"Venk Krishnan, Aprameya Radhakrishna, Anupam Mittal, Kunal Shah, Tracxn Labs, Subramanya SV, Ravi Garkipati"	Seed Funding		No
1420	02-08-16	Yumlane	Food & Beverage	Retail Food & Snack Offline centres	Mumbai	"Binny Bansal, Anupam Mittal, Sachin Bhatia, Darius Pandole, Kunal Khattar, Dheerag Jain"	Seed Funding	"10,00,000"	Yes
1421	03-08-16	Xcode	Healthcare	Personal Genomics	Chennai	RoundGlass Partners	Private Equity		No
1422	03-08-16	ExtraCarbon	Consumer Internet	Waste Recycle Management platform	Gurgaon	Brand Capital	Seed Funding	"2,25,000"	Yes
1423	03-08-16	FlickBay	Consumer Internet	Mobile Based Bollywood Discovery platform	Mumbai	Paul Roy	Seed Funding	"8,90,000"	Yes
1424	04-08-16	Petoo	Consumer Internet	Food Delivery Platform	Bengaluru	Existing Investors	Seed Funding	"5,00,000"	Yes
1425	04-08-16	lehlehsports	Others	Sports Arena discovery	New Delhi	Anglian Omega Network	Seed Funding		No
1426	05-08-16	Tricog	Healthcare	Healthcare Analytics Platform	Bengaluru	"Inventus Capital Partners, Blume Ventures & Others"	Private Equity		No
1427	06-08-16	VST Travels	Technology	Travel Ticket Booking Software	Not Specified	Promatus Group	Seed Funding	27000.00	Yes
1428	08-08-16	AdPushUp	Technology	Ad optimization Platform	New Delhi	"Geniee, Inc, Purvi Capital"	Private Equity		No
1429	08-08-16	Wefly Indoor Skydiving	Others	Indoor Skydiving Sports Provider	Mumbai	Swastika Company Ltd.	Seed Funding	40000.00	Yes
1430	08-08-16	Mojarto	eCommerce	"Original Art, Digital Prints etailer"	Gurgaon	Undisclosed Investors	Seed Funding	"4,45,000"	Yes
1431	08-08-16	Zipgrid	Consumer Internet	Community services platform	Mumbai	1Crowd (through crowd funding)	Seed Funding	"2,00,000"	Yes
1432	09-08-16	MobiDent	Healthcare	Dental Protection Solution	Bengaluru	Centre for Innovation Incubation and Entrepreneurship (CIIE)	Seed Funding		No
1433	09-08-16	Zeolr/RespirON	Technology	Healthcare related IoT platform	New Delhi	Centre for Innovation Incubation and Entrepreneurship (CIIE)	Seed Funding		No
1434	10-08-16	Vebbler	Consumer Internet	Photo Sharing Mobile App	Bengaluru	"Anupam Mittal, Sharad Sharma & 14 others"	Seed Funding	"5,00,000"	Yes
1435	10-08-16	Bombay Shaving Company	eCommerce	Men Grooming Product etailer	New Delhi	"Noshir Kaka, Subramanian Ramadorai, Kiran Deshpande, Pankaj Gupta, Ravi Nigam & Others"	Seed Funding	"6,00,000"	Yes
1436	11-08-16	Travelyaari	Consumer Internet	Online ticket booking platform	Bengaluru	"Gujarat Venture Finance Limited (GVFL), Bennett Coleman & Co. Ltd"	Private Equity	"70,00,000"	Yes
1437	11-08-16	91SpringBoard	Consumer Internet	Co-Working Spaces Discovery & Booking platform	Mumbai	"Khattar Holdings, ThirtyThree Investments, Soumitra Sharma, Deepak Sharma, Sumit Dayal and others"	Private Equity		No
1438	11-08-16	Genextstudents	Consumer Internet	Online Tutoring Service provider	Mumbai	1Crowd (through crowdfunding)	Seed Funding	"2,09,000"	Yes
1439	11-08-16	Zenoti	Technology	Cloud Based Software Solutions Provider	Hyderabad	"Norwest Venture Partners, Accel India"	Private Equity	"1,50,00,000"	Yes
1440	12-08-16	Crofarm	Technology	Agri-Tech supply chain Solution provider	Gurgaon	"Mukul Singhal, Rohit Jain, Himanshu Aggrawal, Sunil Goyal Ashish Gupta,"	Private Equity	"15,00,000"	Yes
1441	12-08-16	Faircent.com	Consumer Internet	peer-to-peer lending platform	Gurgaon	Brand Capital	Private Equity	"15,00,000"	Yes
1442	12-08-16	Innovaccer	Technology	Integrated Enterprise Analytics Platform	Noida	Westbridge Capital Partners	Private Equity	"1,56,00,000"	Yes
1443	12-08-16	Cuberoot	Technology	Data Analytics & Audience Management Platform	Gurgaon	Undisclosed Investors	Seed Funding	"5,00,000"	Yes
1444	12-08-16	Funcastic	Consumer Internet	B2C vernacular podcast aggregator platform	New Delhi	"HT Media Ltd, North Base Media"	Seed Funding		No
1445	15-08-16	Buttercups	ECommerce	Women Intimate Wear eTailer	Bengaluru	"Anand Chandrasekaran, Kanwaljit Singh, Manoj Varghese"	Seed Funding		No
1446	16-08-16	Zappfresh	ECommerce	Raw Meat Products eTailer	Gurgaon	Ashvin Chadha	Seed Funding		No
1447	16-08-16	OyoRooms	Consumer Internet	Budget Hotels Aggregator	New Delhi	SoftBank Group	Private Equity	"6,20,00,000"	Yes
1448	16-08-16	Hike	Consumer Internet	Mobile Messaging App	New Delhi	"Tencent Holdings, Foxconn Technology Group, Tiger Global, SoftBank Group, Bharti Enterprises"	Private Equity	"17,50,00,000"	Yes
1449	16-08-16	Joolz	eCommerce	Online Jewellery Store	Mumbai	"Powerhouse Ventures, M&S Partners"	Private Equity	"5,00,000"	Yes
1450	16-08-16	SaleBhai	eCommerce	"Sweets, Dry Fruits & Handicrafts etailer"	Ahmedabad	Brand Capital	Private Equity	"15,00,000"	Yes
1451	16-08-16	Makkajai	Technology	Online & Mobile learning for kids	Pune	"Anand Chandrasekaran, Ananth Narayanan, Mekin Maheshwari, Ravi Garikipati, Divyesh Shah, Swastika Company Ltd"	Seed Funding	"2,50,000"	Yes
1452	16-08-16	Gradopedia	Consumer Internet	Career progression Portal	Mumbai	Undisclosed Dubai based HNIs	Seed Funding		No
1453	17-08-16	MaalGaadi	Logistics	Online Logistics Marketplace	Indore	"Swan Angel Network,Sachin Khandelwal and others"	Seed Funding	"3,75,000"	Yes
1454	17-08-16	ZiPi	Technology	Mobile Chatbot App	Bengaluru	Swan Angel Network	Seed Funding		No
1455	17-08-16	Appknox	Technology	Mobile security solutions	Bengaluru	"SeedPlus, Infocomm Investments, Accel Partners RNT Associates"	Private Equity	"6,75,000"	Yes
1456	17-08-16	Pikkol	Logistics	Packers & Movers	Bengaluru	Indian Angel Network	Seed Funding		No
1457	18-08-16	Meesho	eCommerce	Mobile based eCommerce SAAS platform	Bengaluru	"Kashyap Deorah, Rajul Garg, Maninder Gulati"	Seed Funding		No
1458	18-08-16	Sesame Software	Technology	Financial Technology Solutions Provider	Kozhikode	Speridian Technologies	Private Equity		No
1459	19-08-16	Quikr	Consumer Internet	Classified Listings platform	Mumbai	Brand Capital	Private Equity	"2,00,00,000"	Yes
1460	19-08-16	Digio	Technology	Aadhar based Document Signing platform	Bengaluru	Rainmatter	Private Equity	"3,75,000"	Yes
1461	19-08-16	Ziffity	Technology	Full Service Ecommerce Agency	Chennai	Aspire Systems	Private Equity		No
1462	22-08-16	Zzungry	Consumer Internet	Food Delivery platform	Bengaluru	"Satish Vasudeva, Madhusudhan Jujare & Others"	Seed Funding		No
1463	22-08-16	Puro Wellness	healthcare	"Organic, Natural Food substitute manufacturer"	Mumbai	Torrent Group	Private Equity	"3,70,00,000"	Yes
1464	22-08-16	Fitternity	Consumer Internet	Fitness Gym & Services Discovery platform	Mumbai	"Saha Fund, Exfinity Venture Partners & Others"	Private Equity		No
1465	23-08-16	TAC Security	Technology	Cyber-Security Solutions Provider	New Delhi	Vijay Kedia	Seed Funding		No
1466	23-08-16	Notesgen	Consumer Internet	Online Notes Sharing Portal	New Delhi	"Riju Gupta, Kamal Chabra"	Seed Funding	"1,00,000"	Yes
1467	23-08-16	NearU	Consumer Internet	Marketing app for retailers	Mumbai	Dr. Goutam Challagalla	Seed Funding		No
1468	23-08-16	Octo.ai	Technology	Artificial Intelligence based marketing platform	New Delhi	"Outbox Ventures, Jaspreet Bindra, Arjun Malhotra, Rohan Malhotra, Sidharth Rao, Rakesh Agrawal"	Seed Funding	"2,00,000"	Yes
1469	24-08-16	ShaadiSaga	Consumer Internet	Wedding Website Creator	New Delhi	"ah! Ventures, Anupam Mittal, Kunal Shah, Sandeep Tandon, Dheeraj Jain, Rohit Chokhani"	Seed Funding		No
1470	24-08-16	UnaAcademy	Consumer Internet	Free Interactive education platform	Bengaluru	"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal,\\xc2\\xa0 Kunal Shah, Sandeep Tandon, Ashish Tulsian"	Private Equity	"10,00,000"	Yes
1471	24-08-16	Advenio	Technology	Clinical Imaging Solution Provider	Chandigarh	Kalaari Capital	Seed Funding	"1,00,000"	Yes
1472	24-08-16	Guarented	eCommerce	Home Furnishing rental marketplace	Bengaluru	Kalaari Capital	Seed Funding	"5,00,000"	Yes
1473	24-08-16	Beyond Evolution	Technology	Mobile Apps & Tech Services provider	Gurgaon	"Vineet Taneja, Kamal Puri"	Seed Funding		No
1474	24-08-16	Uber Dreams	eCommerce	Dreams fulfilling marketplace	Mumbai	Mohit Lalvani	Seed Funding	"5,00,000"	Yes
1475	24-08-16	Convegenius	Education	Edutainment platform	Noida	Michael and Susan Dell Foundation	Private Equity	"9,00,000"	Yes
1476	24-08-16	UrbanLadder	eCommerce	Online Furniture Store	Mumbai	Trifecta Capital	Private Equity	"30,00,000"	Yes
1477	24-08-16	enCashea	Consumer Internet	Scrap Collection and Recycling platform	Bengaluru	"Kunal Shah, Sandeep Tandon, Tracxn Labs"	Seed Funding		No
1478	25-08-16	EngineerBabu	Technology	Mobile App & Web Development company	Indore	Scale Ventures	Seed Funding		No
1479	25-08-16	Cult	Healthcare	Health and Fitness Centres	Bengaluru	CureFit	Private Equity	"30,00,000"	Yes
1480	25-08-16	WitWorks	Technology	Consumer IoT Startup	Bengaluru	"Fireside Ventures, Investopad, P39 Capital, Anupam Mittal, Pranay Jivrajka, Maninder Gulati, Abhinav Sinha"	Seed Funding		No
1481	25-08-16	NearFox	Consumer Internet	Local Lifestyle Content and Discovery Platform	Mumbai	"Globevestor Angel Fund, Devendra Rane, Ravi Jain,\\xc2\\xa0 Arpan Nagdeve"	Seed Funding		No
1482	25-08-16	ZoomCar	Consumer Internet	Self-driven car booking platform	Bengaluru	Ford Smart Mobility Llc	Private Equity	"2,40,00,000"	Yes
1483	26-08-16	Plix	Consumer Internet	Photo and Video Sharing App	Gurgaon	Instalabs	Seed Funding	"5,00,000"	Yes
1484	26-08-16	Mobikwik	Consumer Internet	Digital Wallet platform	Gurgaon	Net1 UEPS Technologies Inc	Private Equity	"4,00,00,000"	Yes
1485	26-08-16	MyDidi	Consumer Internet	"on-demand, hyper-local Cleaning services provider"	Mumbai	Undisclosed Ex Mckinsey Directors and Partners	Seed Funding	"5,50,000"	Yes
1486	26-08-16	CrownIt	Consumer Internet	Cashback Mobile app	Gurgaon	"Kunal Shah & Sandeep Tandon, Girish Mathrubootham, Anand Chandrasekaran"	Seed Funding		No
1487	29-08-16	LoanTap	Consumer Internet	Lending platform for Salaried professionals	Mumbai	"Dr. Abhishek Pandey, Jaysukh Sapra"	Private Equity	"30,00,000"	Yes
1488	29-08-16	Runnr	Consumer Internet	hyperlocal Logistics services provider	Bengaluru	"Nexus Venture Partners, Blume Ventures"	Private Equity	"70,00,000"	Yes
1489	29-08-16	Zolo	Consumer Internet	on-demand online talent marketplace	Noida	Hitouch AG	Private Equity		No
1490	29-08-16	Notion Press	Consumer Internet	Self-Publishing books platform	Chennai	Undisclosed HNI investors	Private Equity	"10,00,000"	Yes
1491	29-08-16	LivSpace	Consumer Internet	Online portal for Home Design	Bengaluru	"Bessemer Venture Partners, Jungle Ventures, Helion Ventures"	Private Equity	"1,50,00,000"	Yes
1492	30-08-16	iAugmentor Labs	Technology	Assessment & Learning Platform	Gurgaon	Rajasthan Angel Investor Network & Others	Seed Funding	"1,49,000"	Yes
1493	30-08-16	DayBox	Consumer Internet	Fruit & Vegetable Delivery platform	New Delhi	"Ashutosh Lawania, Rajul Jain, Badal Malick, Rishi Gupta & Others"	Seed Funding	"1,04,000"	Yes
1494	30-08-16	Paytm	eCommerce	Mobile Wallet & ECommerce platform	Bengaluru	MediaTek Inc.	Private Equity	"6,00,00,000"	Yes
1495	30-08-16	CropIn	Technology	Agriculture Technology Solutions	Bengaluru	Sophia Investment ApS	Private Equity	"20,00,000"	Yes
1496	30-08-16	Canvera	Consumer Internet	Photographer Discovery & Information platform	Bengaluru	Info Edge (India) Ltd	Private Equity	"30,00,000"	Yes
1497	30-08-16	Prime Focus Technologies	Technology	Hybrid Cloud technology enabled Media ERP platform	Mumbai	Ambit Pragma	Private Equity		No
1498	31-08-16	Flyrobe	eCommerce	Online fashion rental platform	Mumbai	"IDG Ventures, Sequoia Capital, GREE Ventures"	Private Equity	"53,00,000"	Yes
1499	31-08-16	inclov	Consumer Internet	Matchmaking App for Disabled	Mumbai	"Sarbvir Singh, Raghav Bahl"	Seed Funding		No
1500	01-07-16	RazorPay	Consumer Internet	Online Payment Gateway	Bengaluru	MasterCard	Private Equity		No
1501	01-07-16	DarwinBox	Technology	HR Software Services Startup	Hyderabad	"3one4 Capital, Tracxn Labs, Aaruha Technology Fund, Endiya Partners"	Seed Funding		No
1502	01-07-16	Venture Catalysts	Consumer Internet	Seed Investment & Innovation Platform	Mumbai	Zaffiro Ventures	Seed Funding	"5,00,000"	Yes
1503	01-07-16	PressPlay TV	Consumer Internet	Video Content Discovery Platform	New Delhi	"Sequoia Capital, SD Ventures, Vistaar Investment Advisors Pvt. Ltd."	Private Equity		No
1504	02-07-16	Playment	Consumer Internet	Mobile Marketplace for Crowdsourced Work	Bengaluru	SAIF Partners	Private Equity	"7,00,000"	Yes
1505	04-07-16	WealthTrust	Consumer Internet	Wealth Management App	Mumbai	India Quotient	Seed Funding		No
1506	04-07-16	Curefit	Consumer Internet	Online Preventive Healthcare Platform	Bengaluru	"Accel Partners, IDG Ventures, Kalaari Capital"	Private Equity	"1,50,00,000"	Yes
1507	04-07-16	StitchWood	eCommerce	Custom Furniture Online	Mumbai	Deepak Gupta	Seed Funding	"2,00,000"	Yes
1508	04-07-16	Grab.in	Logistics	hyperlocal logistics service	Mumbai	Aramex Ventures Llc	Private Equity	"20,00,000"	Yes
1509	04-07-16	Fulfil.IO	Consumer Internet	Cloud Based ERP Software	Not Specified	Rajan Anandan	Seed Funding		No
1510	04-07-16	NeoGrowth	Finance	SME Lending platform	Mumbai	"IIFL Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada"	Private Equity	"1,60,00,000"	Yes
1511	05-07-16	SeeDoc	Consumer Internet	Video Based Doctor Consulting platform App	Gurgaon	YourNest Angel Fund\\xc2\\xa0 & Others	Private Equity	"10,00,000"	Yes
1512	05-07-16	BookMyShow	Consumer Internet	Event & Movie Ticketing platform	Mumbai	"Stripes Group, Network 18, Accel Partners, SAIF Partners"	Private Equity	"8,20,00,000"	Yes
1513	05-07-16	Flyrobe	eCommerce	Online fashion rental platform	Mumbai	"Sequoia Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath,\\xc2\\xa0 Abhishek Jain"	Seed Funding	"17,00,000"	Yes
1514	06-07-16	HappilyUnmarried	eCommerce	Online Merchandize etailer	New Delhi	Info Edge (India) Ltd	Private Equity	"7,40,000"	Yes
1515	06-07-16	Don\\xe2\\x80\\x99t Scratch Your Head	Technology	Full Stack Offline & Online ERP Solution	Ahmedabad	"Gaurav Singhvi, Zaffiro Ventures"	Seed Funding	"2,50,000"	Yes
1516	06-07-16	Wedding Wishlist	Consumer Internet	"Wedding Wishlist, Gifts & Registry Creation platform"	Chennai	"Kirthiga Reddy, Renuka Ramanath,Cherry Tin"	Seed Funding	"2,97,000"	Yes
1517	07-07-16	AppDaily	Technology	Mobile Security App development & Distribution	Mumbai	"Kalaari Capital, Qualcomm Ventures, ru-Net, Zodius Technology Opportunities Fund,"	Private Equity	"20,00,000"	Yes
1518	07-07-16	Adytude	Consumer Internet	Gamified Consumer Insights Portal	New Delhi	Indian Angel Network	Private Equity	"10,00,000"	Yes
1519	07-07-16	Quickli	Logistics	On-Demand Delivery Startup	Gurgaon	"AVG Group, 500 Startups"	Private Equity		No
1520	07-07-16	SpectraVR	Technology	Virtual Reality Content Studio	Mumbai	Rothenberg Ventures	Seed Funding		No
1521	08-07-16	Pitstop	Consumer Internet	Online Car Repair and Servicing Booking platform	Bengaluru	"Alex Chua, Rahul Garg"	Seed Funding		No
1522	08-07-16	HolaChef	Consumer Internet	Online Food Ordering & Delivery Platform	Mumbai	"Kalaari Capital, India Quotient"	Private Equity	"19,50,000"	Yes
1523	11-07-16	Purplle	eCommerce	Beauty Products Marketplace	Mumbai	"JSW Ventures, Blume Ventures & IvyCap Ventures"	Private Equity	"60,00,000"	Yes
1524	11-07-16	Trak N Tell	Technology	Car Tracking & Safety System	Gurgaon	Brian Acton	Private Equity	"35,00,000"	Yes
1525	11-07-16	Overcart.com	eCommerce	Unboxed & refurbished electronic products marketplace	Gurgaon	"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works"	Private Equity	"30,00,000"	Yes
1526	12-07-16	SirionLabs	Technology	SAAS based Service Agreement Management	Gurgaon	Sequoia Capital	Private Equity	"1,22,50,000"	Yes
1527	12-07-16	GyanDhan	Consumer Internet	Education Focused Financing Platform	New Delhi	"Stanford Angels & Entrepreneurs, Harvard Angels"	Seed Funding		No
1528	12-07-16	MintM	Consumer Internet	Digital Marketing & AdTech Platform	Bengaluru	"Mumbai Angels,\\xc2\\xa0 Times Internet"	Private Equity		No
1529	12-07-16	HitGrit	Consumer Internet	Online Legal Consultation platform	Chandigarh	"Ashish Mahajan, Sarvesh Sharma"	Seed Funding		No
1530	12-07-16	Find My Stay	Consumer Internet	Online Budget Hotel Aggregator & Booking Platform	New Delhi	"Rishi Parti, Yogesh Bansal"	Seed Funding		No
1531	13-07-16	YAAP	Consumer Internet	"Online Content Discovery, Creation & Distribution Platform"	New Delhi	Rainmaker Ventures	Private Equity	"50,00,000"	Yes
1532	13-07-16	Utoo Cabs	Consumer Internet	Cab aggregation & Rental platform	Chennai	Ajay Piramal	Seed Funding		No
1533	13-07-16	Twigly	Consumer Internet	Online Food Ordering & Delivery Startup	Gurgaon	"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia"	Seed Funding	"6,00,000"	Yes
1534	13-07-16	ShareChat	Consumer Internet	Vernacular Language Content Creation & Sharing App	Bengaluru	"SAIF Partners, India Quotient"	Private Equity	"13,50,000"	Yes
1535	13-07-16	Urban Tailor	Consumer Internet	E-Tailoring service provider	Bengaluru	Unitus Seed Fund	Private Equity		No
1536	13-07-16	RentMojo	Consumer Internet	Online Furniture Renting Platform	Bengaluru	"Accel Partners, IDG Ventures India"	Private Equity	"50,00,000"	Yes
1537	13-07-16	CityFurnish	Consumer Internet	Online Furniture Renting Platform	Gurgaon	Brand Capital	Seed Funding		No
1538	13-07-16	HEAL Institute	Healthcare	Sports Focused Healthcare Startup	Mumbai	"Jaspal Bindra, Parth Jindal"	Seed Funding		No
1539	14-07-16	Augrav	eCommerce	Personalized precious Jewellery etailer	Coimbatore	Keiretsu Forum	Seed Funding	"4,50,000"	Yes
1540	14-07-16	ShoppinPal	Technology	M-Commerce Solutions for Retail Stores	Pune	"Plug and Play Tech Center, Steelhead Ventures & Others"	Private Equity	"10,70,000"	Yes
1541	14-07-16	TransTutors / AskIITians	Consumer Internet	Online Education & Tutoring portals	New Delhi	500 Startups	Private Equity		No
1542	15-07-16	WorkApps	Technology	Enterprise Work Management Software	Pune	SRI Capital	Seed Funding	"10,00,000"	Yes
1543	15-07-16	BankerBay	Consumer Internet	Online Investment Banking platform	Bengaluru	undisclosed investors	Private Equity	"20,00,000"	Yes
